side,point_index,x_local,y_local,z_local,x_global,y_global,z_global,vs_max,grad_norm,grad_x,grad_y,grad_z,hess_eig1,hess_eig2,hess_eig3,stationary_shift,tangential_grad_norm,tangential_grad_u,tangential_grad_v,tangential_hess_eig1,tangential_hess_eig2,tangential_stationary_shift,n_mls_neighbors,vhole_mean,vhole_max,vhole_min,delta_vhole,mean_sector_potential,min_sector_potential,max_sector_potential,min_sector_id,max_sector_id,anisotropy_angle_deg,validated,reason
above,4939,0.059789275538780814,0.04619342659653686,1.6947629067460954,8.368757193919748,1.6066820267943682,25.060115792905304,19.8386584232,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,9.011589496543444,10.401361981328398,8.160935289607668,2.24042669172073,10.827068926656555,9.4372964418716,11.67772313359233,1,4,135.0,True,Validated.
below,6489,0.023049703919938432,-0.05487899799362206,-1.6927627158764043,9.458938926157789,-1.6022196341279866,25.096847200221667,19.8858913439,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,9.171967605869227,10.576079885457395,8.29043457052776,2.285645314929635,10.713923738030772,9.309811458442605,11.59545677337224,6,3,135.0,True,Validated.
