side,point_index,x_local,y_local,z_local,x_global,y_global,z_global,vs_max,grad_norm,grad_x,grad_y,grad_z,hess_eig1,hess_eig2,hess_eig3,stationary_shift,tangential_grad_norm,tangential_grad_u,tangential_grad_v,tangential_hess_eig1,tangential_hess_eig2,tangential_stationary_shift,n_mls_neighbors,vhole_mean,vhole_max,vhole_min,delta_vhole,mean_sector_potential,min_sector_potential,max_sector_potential,min_sector_id,max_sector_id,anisotropy_angle_deg,validated,reason
forward,879,-0.07342442173407421,0.2245252243478118,2.188284931370891,-2.2285639411552274,6.864232880607925,-0.9264884351147549,46.0436213062,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,18.189538150847266,33.634848606669934,6.142253007667371,27.492595599002563,27.854083155352736,12.408772699530067,39.90136829853263,3,7,180.0,True,Validated.
