side,point_index,x_local,y_local,z_local,x_global,y_global,z_global,vs_max,grad_norm,grad_x,grad_y,grad_z,hess_eig1,hess_eig2,hess_eig3,stationary_shift,tangential_grad_norm,tangential_grad_u,tangential_grad_v,tangential_hess_eig1,tangential_hess_eig2,tangential_stationary_shift,n_mls_neighbors,vhole_mean,vhole_max,vhole_min,delta_vhole,mean_sector_potential,min_sector_potential,max_sector_potential,min_sector_id,max_sector_id,anisotropy_angle_deg,validated,reason
forward,3066,-0.089782501551152,0.20046883010243505,2.087507529054411,0.0067471681921765225,4.734749804960169,-1.3593611087472866,53.846239822,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,25.608523922119122,45.77207641073019,8.838105804410226,36.93397060631996,28.23771589988088,8.074163411269812,45.008134017589775,2,6,180.0,True,Validated.
