side,point_index,x_local,y_local,z_local,x_global,y_global,z_global,vs_max,grad_norm,grad_x,grad_y,grad_z,hess_eig1,hess_eig2,hess_eig3,stationary_shift,tangential_grad_norm,tangential_grad_u,tangential_grad_v,tangential_hess_eig1,tangential_hess_eig2,tangential_stationary_shift,n_mls_neighbors,vhole_mean,vhole_max,vhole_min,delta_vhole,mean_sector_potential,min_sector_potential,max_sector_potential,min_sector_id,max_sector_id,anisotropy_angle_deg,validated,reason
forward,2205,0.011887125133962173,-0.018341256645259207,2.147653080442654,-1.8826425975904533,9.084803811663345,1.81681877350344,33.2014056276,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,,12.614502021053916,13.000073768352571,12.101152415094326,0.8989213532582454,20.586903606546088,20.201331859247432,21.100253212505677,1,2,45.0,True,Validated.
